inchikey,validated,pAct_pre,n_pre
XUKSGYGUDPUQCB-UHFFFAOYSA-N,1,,0
QRRCESJWXMIGPS-KNQAVFIVSA-N,1,,0
HBUKKEFQANLSNF-XLKFHUSGSA-N,1,,0
VLWXQHYDFCFOHW-UHFFFAOYSA-N,1,,0
SETUDWDSXHEINR-UHFFFAOYSA-N,1,,0
ALMQVQFFGPSBDJ-KJDSRRNHSA-N,1,,0
UCDYCEHGSPYQAV-IVHGUIJPSA-N,1,,0
PWZPBZQTTHOCIS-HHHXNRCGSA-N,1,9.769551078621726,1
FCYQRIODPYABJL-AVRDEDQJSA-N,1,,0
JYMJYHGKDBZGLV-UHFFFAOYSA-N,1,,0
WGLPSCZHULDZSS-JTQLQIEISA-N,1,9.3767507096021,1
CUHXIEXGYANARS-LUBYNABHSA-N,1,,0
ORYJIZSSGIMQPM-PHXQQHKGSA-N,1,,0
PQHIRTDXFUZNBI-DVECYGJZSA-N,1,,0
AAELEHAFAYIZRH-WGSAOQKQSA-N,1,,0
FXZOIJYOTNRPAT-JLHYYAGUSA-N,1,9.366531544420413,1
OVRYUDOMQFGLII-OAQYLSRUSA-N,1,9.366531544420413,1
GGADGPKOLXJMPS-UHFFFAOYSA-N,1,9.366531544420413,1
IWAHIMCMPBOXKG-FQEVSTJZSA-N,1,,0
PNKHRDPVHPGEHT-LBEPJEHYSA-N,1,,0
AXXFMVNEFOELFG-LBEPJEHYSA-N,1,,0
PJMKWDTWNMTUMU-WGSAOQKQSA-N,1,,0
IVGKEFCVDHKRFY-AQYVVDRMSA-N,1,,0
ISLIDTBUGBXVJF-AQYVVDRMSA-N,1,,0
MPHMCUFLRDUBRA-JTQLQIEISA-N,1,,0
OIRZLTZLOKARTG-UHFFFAOYSA-N,1,,0
JCZBIVTZYYLWOL-UHFFFAOYSA-N,1,9.361510743045363,1
FLDYDMUQJQRGFN-PZJWPPBQSA-N,1,,0
QQXFYZWQVQXWMO-JLHYYAGUSA-N,1,9.356547323513812,2
KXMILNJJEHWZPF-UHFFFAOYSA-N,1,9.356547323513812,1
DQOGQIXFWPGESA-UHFFFAOYSA-N,1,,0
BELDCHWNXBXUAP-FWNKOSSWSA-N,1,,0
QDOTVZOVPXPXFB-SAABIXHNSA-N,1,,0
GJCNUKKVVZQSJA-QAQDUYKDSA-N,1,,0
UMYKTTKPSRPJRN-SMQSCJQKSA-N,1,,0
DMAPCLHFHNJPKS-GBWYYYKWSA-N,1,,0
LSHBKBMJDZRGEU-UHFFFAOYSA-N,1,9.355561410532161,1
BQPDOZCUUSRJDC-LADGPHEKSA-N,1,,0
ZDZVACBBQOTFIS-UHFFFAOYSA-N,1,9.346787486224656,1
XWRCSVSWZWMHPY-GLOFJIOZSA-N,1,9.346787486224656,1
VBPWMWMHKVCXQD-UHFFFAOYSA-N,1,9.346787486224656,1
XPILIRKQJUBSIN-ROUUACIJSA-N,1,,0
FFIRBCLBJNTGHL-QRTMHTFLSA-N,1,,0
JZFCVLOUYCGOPW-WKILWMFISA-N,1,,0
ISJIDQUSRNCFFC-SXTNBDNLSA-N,1,,0
RCYQVAGOWPWGMT-NSSDIGLXSA-N,1,,0
PFYOIMYEJHJBDU-UHFFFAOYSA-N,1,9.33998877871067,1
JCSREICEMHWFAY-HUUCEWRRSA-N,1,9.33889035263304,4
FMZGBSVSSSJNBU-VAWYXSNFSA-N,1,9.337242168318426,1
JAYLRXXYDXFRKF-OUKQBFOZSA-N,1,9.337242168318426,1
YSQJEBUGELTUQM-ZDUSSCGKSA-N,1,9.337242168318426,1
LARBLICNTVPFKD-JCNLHEQBSA-N,1,,0
FCNYUNCSSSCOSB-OWWJJEGGSA-N,1,,0
DXFJRUPMNBYXGA-FVUUGDKNSA-N,1,,0
SMNHGHQEQJKZTP-UHFFFAOYSA-N,1,,0
LJTCNKUXICKSFP-JKSUJKDBSA-N,1,,0
PKERFNJZSQACGZ-RNVDEAKXSA-N,1,,0
BTGKFNRKGQRPEP-QAQDUYKDSA-N,1,,0
OKGFDRGOUZKSCP-SKUGRUHMSA-N,1,,0
ZBOKLEQSVNFDRU-ZWKOTPCHSA-N,1,,0
JQXMVFBXXAKVDC-NRFANRHFSA-N,1,,0
CBTZLJGZFWWZSF-QAQDUYKDSA-N,1,,0
UWKSEIMVPIPCAP-XUTJKUGGSA-N,1,,0
ADCYPKNNPPDYMB-ORQYLMBXSA-N,1,,0
GFIWVFPRSFCUJU-PAVFIEEWSA-N,1,,0
DLFOMSHOGRJNLH-JKIUYZKVSA-N,1,,0
BKNAUTOAXGRBHL-QRTMHTFLSA-N,1,,0
ZIQDGXNDXRMRPM-HTAPYJJXSA-N,1,,0
ZKXPPFSIRYLWQE-UHFFFAOYSA-N,1,9.309803919971486,3
UVAUEIWFNXYKDF-DNLFPKPLSA-N,1,,0
JBQIFWSBUXXWMF-UAPYVXQJSA-N,1,,0
UTQLQNQCKAXIAE-YFVAEKQCSA-N,1,,0
XUAUIXCHBXOTAB-PAVFIEEWSA-N,1,,0
XUYHFDXRBDOBCI-FVUUGDKNSA-N,1,,0
BRCGEGLQMCNETQ-UHFFFAOYSA-N,1,,0
FIFCKHUAPMXUCB-VQTJNVASSA-N,1,,0
QEQTYRYMOSHBTB-FCHUYYIVSA-N,1,,0
GBBXKCGHLOWKFM-WGSAOQKQSA-N,1,9.301029995663981,1
MPTLULQFGUQHHY-JLHYYAGUSA-N,1,9.301029995663981,1
PZWHEQIOEMDZEH-UHFFFAOYSA-N,1,9.301029995663981,1
QTPMSFPRKFKEHH-ZHACJKMWSA-N,1,9.301029995663981,1
IWUPLAFLTUWLMF-UHFFFAOYSA-N,1,9.301029995663981,1
SRHQZJRKCSXSCP-UHFFFAOYSA-N,1,9.301029995663981,1
ZQBFPGSJRSEUAX-UHFFFAOYSA-N,1,9.301029995663981,5
YWTBTOHAYFANIT-UHFFFAOYSA-N,1,9.301029995663981,3
XKAIELUQYYUCFN-UHFFFAOYSA-N,1,9.301029995663981,1
XPOABVKSLRGZDM-UHFFFAOYSA-N,1,9.301029995663981,1
HSNDKUASWXMOHD-UHFFFAOYSA-N,1,,0
PMLIXGHEIFJDMD-UHFFFAOYSA-N,1,,0
FBDPRQPQWAADRA-UEJVZZJDSA-N,1,,0
AWLLDUFWUOASGN-UHFFFAOYSA-N,1,,0
IDTLNOOYTVGUDL-ZWOKBUDYSA-N,1,,0
LYLVUDOAMFKTEL-ZWKOTPCHSA-N,1,,0
FRIUOYMOHHKICX-UHFFFAOYSA-N,1,,0
NTYVEZVFGHVTOQ-UHFFFAOYSA-N,1,,0
CPTSTFKVXWZGEV-UHFFFAOYSA-N,1,9.300509466670935,14
ZGEMRFRKWCDFJH-UHFFFAOYSA-N,1,9.299988937677888,2
ZQAMNGCYKZHATK-UHFFFAOYSA-N,1,9.299988937677888,1
YDIIMEYIGWYMMA-UHFFFAOYSA-N,1,9.299988937677888,1
SDAMYSWGWHXMRT-MRXNPFEDSA-N,1,9.299988937677888,1
MLHRKLZCJRKSHO-UHFFFAOYSA-N,1,9.299988937677888,4
OWNUCKLLDLFPLN-PGRDOPGGSA-N,1,9.299988937677888,1
HIRZFMOIKMLUHF-UHFFFAOYSA-N,1,9.299988937677888,4
ZULQKQGLUORZDC-HSGWXFLFSA-N,1,9.292429823902063,1
SZUYGMQMOXSGAH-IYARVYRRSA-N,1,,0
MROOSUHVJZSQKG-AFARHQOCSA-N,1,,0
XXOBSFFHMXTRII-AQYVVDRMSA-N,1,,0
XUTJSHVGYIHURB-BWKNWUBXSA-N,1,,0
BHNXJQYCDCKDKH-UTKZUKDTSA-N,1,,0
XIHOJUYAGODVFH-HTAPYJJXSA-N,1,,0
GHLIXCKZQCRDAX-LJQANCHMSA-N,1,9.2839966563652,1
VUZROXDIJDWGAH-OUKQBFOZSA-N,1,9.2839966563652,1
GRUWUINXLANFJE-UHFFFAOYSA-N,1,9.2839966563652,1
DHLUJJLUDHJNIY-QAQDUYKDSA-N,1,,0
KMECPQXFZFDCGK-WGSAOQKQSA-N,1,,0
WGOMFZGAXWQMDN-KJDSRRNHSA-N,1,,0
TWMFCAREOZITRX-UAPYVXQJSA-N,1,,0
BHNXJQYCDCKDKH-UHFFFAOYSA-N,1,,0
AGUZAIMBKPZTGP-UHFFFAOYSA-N,1,9.275724130399212,1
CYOBJTAQBGDFGU-YPGOJHLTSA-N,1,9.275724130399212,1
FAUOEZQOXBUMAX-CONSDPRKSA-N,1,9.275724130399212,1
FAUOEZQOXBUMAX-QRRGNZNSSA-N,1,,0
YZSGGHPNKSRPFF-DQMBHMMVSA-N,1,,0
HEYGEKGBOXBVRP-PAVFIEEWSA-N,1,,0
RGZPLWVASVRKAR-CZUORRHYSA-N,1,9.267606240177031,1
AFUIBDRITZEBAF-UHFFFAOYSA-N,1,9.267606240177031,1
UTLSOLPDKDYHNU-IYARVYRRSA-N,1,,0
UAYCNAAXTDRTLZ-ZVWHWTBFSA-N,1,,0
UOAJXLKVGXLXPT-QAQDUYKDSA-N,1,,0
JTLCTTWVUAIQHD-UHFFFAOYSA-N,1,9.260032303240491,2
RRSUWPYFZSEELD-XMSQKQJNSA-N,1,,0
FCQJWZQRHJCJSA-UHFFFAOYSA-N,1,9.259637310505756,1
UGPOUXCBUMYZLN-VAWYXSNFSA-N,1,9.259637310505756,1
LQCUFDIAPSFACZ-UHFFFAOYSA-N,1,9.259637310505756,1
KQHFMARZJJGTTG-UHFFFAOYSA-N,1,,0
MZYJTTCCTJDSIK-WGSAOQKQSA-N,1,,0
DFNOGIGMAURTCI-JKCYLYBBSA-N,1,,0
NXFWREBNGARSTI-LBEPJEHYSA-N,1,,0
MGOGLRASNXTNEH-BUHFOSPRSA-N,1,9.2518119729938,2
OXCQNGTWPIHFHI-FQEVSTJZSA-N,1,9.2518119729938,1
XBNMOXOSTOMNAW-DLBZAZTESA-N,1,,0
PERZUBKQSWNXBB-KOAQGZTJSA-N,1,,0
UUBHNHBPLALWJT-UHFFFAOYSA-N,1,,0
PWKPGNFUHDJMAK-NDQYQSCMSA-N,1,,0
ZWINHZKEJACBFT-GCJKJVERSA-N,1,,0
DQMMOHPPKACCQN-QHCPKHFHSA-N,1,9.244125144327509,1
OLJONOSWRLTMOI-UHFFFAOYSA-N,1,,0
IWDYHWHOELBSSW-LMTLIKQPSA-N,1,,0
NVQYUJQBGUNKEL-HMRCJKRNSA-N,1,,0
PNQSNINBJBZCHR-PAVFIEEWSA-N,1,,0
ZDQIWLYZMZKCKZ-UHFFFAOYSA-N,1,9.240030142445693,1
SPXBIHAHCCAKBB-KNQAVFIVSA-N,1,,0
AMJCGARHMZJBKQ-UHFFFAOYSA-N,1,9.236830361305078,2
ZSNLCMKFRUHLTG-YLIUREIVSA-N,1,,0
DSQMOWVBQWIPID-GGYDESQDSA-N,1,,0
ZFYHDORWLOTBMB-LYXWCMDISA-N,1,,0
XTXKTQKZXFWQIP-UTKZUKDTSA-N,1,,0
WGMYZADUDVJWCW-ZHACJKMWSA-N,1,9.229147988357855,1
DJUWRNXEJLCKJK-UHFFFAOYSA-N,1,9.229147988357855,1
MWAPGIGSNBMUAD-CCPXZDFDSA-N,1,,0
JGPPAABCUOMAQN-PGWJBFNOSA-N,1,,0
QIFJIQHOWNQNPJ-AQYVVDRMSA-N,1,,0
HGWMAJKXWQKIMH-PAVFIEEWSA-N,1,,0
DEZXTTORBGGEJG-MIRVZWSXSA-N,1,,0
YFKVSCFFRQFRQH-PAVFIEEWSA-N,1,,0
LZEJCTIJSMQOTB-MXVIHJGJSA-N,1,9.221848749616356,1
SVMKGKAFODEYNT-ZHACJKMWSA-N,1,9.221848749616356,1
BHCGEYUCUMFGQX-SNAWJCMRSA-N,1,9.221848749616356,1
FKUQSZKJDBSUAF-ZDUSSCGKSA-N,1,9.221848749616356,1
JIFZJJHUCHFIGP-UHFFFAOYSA-N,1,9.221848749616356,1
HPTXIDFVXWZMRU-IRJFHVNHSA-N,1,,0
MDSGWCGOSTVFAW-JKIUYZKVSA-N,1,,0
LEFBFLOSCAEZAG-UHFFFAOYSA-N,1,9.214670164989233,1
BQDBKDMTIJBJLA-UHFFFAOYSA-N,1,,0
MMCFMTIBVMIETA-DJIMGWMZSA-N,1,,0
BRSSDADOMRUGSY-RUCARUNLSA-N,1,9.207608310501746,1
BZAHLFFPVNVFKZ-UHFFFAOYSA-N,1,,0
LAUHZVOYMPVSHN-CDSYHYPYSA-N,1,,0
SKPBGVJZUPBKNY-HCGLCNNCSA-N,1,,0
JSFQLFQOTKBFHL-UHFFFAOYSA-N,1,,0
MDBWEQVKJDMEMK-AWEZNQCLSA-N,1,9.234132845361724,2
XPMUUENUQYZASR-HHHXNRCGSA-N,1,,0
WHUMPPXYAFTKHM-UILWBTOOSA-N,1,,0
NAUFGONVBIOHQY-WKILWMFISA-N,1,,0
FUFXFMAPOLKTBS-MIRVZWSXSA-N,1,,0
QQJHRQZZCNYDMX-AHKZPQOWSA-N,1,9.199970640755865,1
UTEKSPGIYDUAMB-UHFFFAOYSA-N,1,9.199970640755865,1
LOGDXDWDCZTLOS-UHFFFAOYSA-N,1,9.199970640755865,1
KAEBDVFJWYJWBA-UHFFFAOYSA-N,1,9.199970640755865,2
MDDQIOXYIZYHFT-UHFFFAOYSA-N,1,9.199970640755865,3
KPSCTAUZOJQHBV-NZQKXSOJSA-N,1,9.199970640755865,1
AEXFOTSQBUVBKJ-PGRDOPGGSA-N,1,9.199970640755865,1
BIJSJQXDPUAQLO-UADZTWIMSA-N,1,9.199970640755865,1
HQPJIWFXJJJLTM-OWOJBTEDSA-N,1,9.198970004336019,4
APNJSCJYYJPREB-CMDGGOBGSA-N,1,9.193820026016112,1
IQCMYUXFEHXTKF-JCNLHEQBSA-N,1,,0
DODUHZQKDPVRII-KESTWPANSA-N,1,,0
QCALWRVXYCHRSG-AZUAARDMSA-N,1,,0
GHXMJOBEVWDMLQ-QRWLVFNGSA-N,1,,0
WGDFOVYWTNOIKG-UHFFFAOYSA-N,1,9.187086643357144,1
QKRYZEPUNXTJKK-UHFFFAOYSA-N,1,9.187086643357144,2
NAGHKDZEWLQUKZ-UAPYVXQJSA-N,1,,0
YVWRSMPIFCRHNU-VWUVLELUSA-N,1,,0
QJWKIKCCSCPIKZ-AQYVVDRMSA-N,1,,0
NBGJODUAUISAEF-UHFFFAOYSA-N,1,9.18045606445813,1
PKJVDKUHFZYEMN-UHFFFAOYSA-N,1,9.18045606445813,1
SBWDEIFOMNBGRY-MEMLXQNLSA-N,1,,0
BIYGZOAYJAQYDW-JKIUYZKVSA-N,1,,0
FASDKYOPVNHBLU-SSDOTTSWSA-N,1,,0
WZWOJHTTXVCIBY-RZDIXWSQSA-N,1,9.173925197299173,1
FBPDTELIQBUGLW-MIRVZWSXSA-N,1,,0
OPCZQJWXLOJWEW-UHFFFAOYSA-N,1,9.167491087293763,1
WZTXLKNXNIFASN-FYWRMAATSA-N,1,9.167491087293763,1
LQSBOQJIPVGJNY-AQYVVDRMSA-N,1,9.167491087293763,2
FKHVTQQFARSOBP-UHFFFAOYSA-N,1,,0
OXFFXWBIWDAKRT-JKSUJKDBSA-N,1,,0
DDGNKEAPKHYRST-XUTJKUGGSA-N,1,,0
VIBQJDQSQVVZMZ-JAQLMMITSA-N,1,,0
UUXJEWIMBQSYJG-UHFFFAOYSA-N,1,9.164309428507574,1
ZIAICQQANCNQNU-JLHYYAGUSA-N,1,9.161150909262744,3
HHDJZPNFXJLNJK-HSZRJFAPSA-N,1,,0
NTVRUBIWHSZDEQ-XUTJKUGGSA-N,1,,0
AVWMISMTBOIUJI-UAPYVXQJSA-N,1,,0
OQWIVCDXOWOYAM-XUTJKUGGSA-N,1,,0
GTBOPEMTJNTFPO-LBEPJEHYSA-N,1,,0
ABNWTYHEAATIEC-UHFFFAOYSA-N,1,9.160019442321657,1
XRDPJIJIWYVCKW-PGRDOPGGSA-N,1,,0
NEDWSVCVHMJKSZ-UHFFFAOYSA-N,1,9.158026434624244,2
ZMYOIZHRXABMFZ-ONEGZZNKSA-N,1,9.154901959985743,7
IAXCCAHOKNMOII-UHFFFAOYSA-N,1,9.154901959985743,1
MPWWGTFDWDZHRM-UHFFFAOYSA-N,1,9.154901959985743,1
QXTADKACYIMHII-UHFFFAOYSA-N,1,,0
VETXVTBLRUMWQE-RBUKOAKNSA-N,1,,0
KKKVTQFKSDZRGJ-CRHQVGFKSA-N,1,,0
MXGQNMMTNCYAQF-UHFFFAOYSA-N,1,9.148741651280925,1
UTFOVXIJDJSMKK-UHFFFAOYSA-N,1,9.148741651280925,1
SHGYUZFUKMSIQE-UHFFFAOYSA-N,1,9.148741651280925,1
NQUFJLNBHRSFTR-UHFFFAOYSA-N,1,,0
KKKVTQFKSDZRGJ-VLMCNUBESA-N,1,,0
STAVWPPMEYFUSB-LYXWCMDISA-N,1,,0
WDSFGGKHZHMPNE-SXTNBDNLSA-N,1,,0
PWZPBZQTTHOCIS-MHZLTWQESA-N,1,9.920818753952375,1
LUUKEDLOUSMCGZ-UHFFFAOYSA-N,1,9.142667503568731,1
NPWPDDLAKMBGPN-CYYJNZCTSA-N,1,,0
UEGXWOAAXGJOTK-LSDHHAIUSA-N,1,,0
VOHRIFJWKDCAAD-DLBZAZTESA-N,1,,0
QHIULQWGQMIOMJ-IYARVYRRSA-N,1,,0
PJHSLUZTOYNMIW-QAQDUYKDSA-N,1,,0
MNAFRWGRFIBAQX-GCJKJVERSA-N,1,,0
MKKZZPATQDBJPJ-OUKQBFOZSA-N,1,9.136677139879545,1
UCZBYQLMYSGJSK-UHFFFAOYSA-N,1,,0
UEXRUIOOOVZHFZ-WOJBJXKFSA-N,1,,0
WPEFJCKNIISAPH-MXVIHJGJSA-N,1,,0
UIAJBDDQYBMSRB-JLHYYAGUSA-N,1,9.130768280269024,1
UKKJJXAEHLPZSM-UHFFFAOYSA-N,1,9.130768280269024,1
IYZKGDKMKUFPAR-OWWJJEGGSA-N,1,,0
IZFJEANBTQYYTG-UHFFFAOYSA-N,1,9.130005999878259,1
HDDXRHHMVMEBSC-OUKQBFOZSA-N,1,9.1249387366083,1
FKPNKWMJMHRBGE-UHFFFAOYSA-N,1,9.1249387366083,1
VCYPZWCFSAHTQT-UHFFFAOYSA-N,1,9.1249387366083,1
QWPNEQOAVUPQBX-RZDIXWSQSA-N,1,9.1249387366083,1
OTSVAHKQZLNXPN-UHFFFAOYSA-N,1,,0
LXFPKJLLIWPMEU-UHFFFAOYSA-N,1,9.119186407719209,3
IHHXPMMIRSLYRE-UHFFFAOYSA-N,1,,0
YXHDKJBFDWZXHB-RBUKOAKNSA-N,1,,0
HNUFROAJESGZAR-UEYSASPJSA-N,1,,0
KSFPZVDNWKWICO-ORQYLMBXSA-N,1,,0
GTRAXVNCZVAHOO-OWOJBTEDSA-N,1,9.110924374808178,6
XTXKTQKZXFWQIP-UHFFFAOYSA-N,1,,0
CNNRPXDUHKLPGW-NGRWLJPCSA-N,1,9.109661362783317,2
RCTPWYPPQMZWPM-WGSAOQKQSA-N,1,,0
PXPHOMJZPNVWMG-KRWDZBQOSA-N,1,,0
HFXHNRQNXGVDMC-IYARVYRRSA-N,1,,0
YCRXAHFQGPHELU-JKSUJKDBSA-N,1,,0
GWZXPAHTYVENKG-WKILWMFISA-N,1,,0
NNCCKSDTBPBUII-AQYVVDRMSA-N,1,,0
WOZSFGJKUOKIMV-UHFFFAOYSA-N,1,9.103804155250874,2
KKQCHXVFAAYWMK-GPJQFGOVSA-N,1,,0
QTZRLOJLVOVPNV-NUNSKJLSSA-N,1,9.100015437450608,1
QQJHRQZZCNYDMX-UHFFFAOYSA-N,1,9.100015437450608,1
NUDYAYZOUXPCOQ-UHFFFAOYSA-N,1,9.100015437450608,1
XMOYTZMFUFFAOA-UHFFFAOYSA-N,1,9.100015437450608,1
WLQQYOGZZSJJST-GOSISDBHSA-N,1,9.100015437450608,1
LALPTZBNNOBOPF-UHFFFAOYSA-N,1,9.100015437450608,1
LVSUPYDDQCSHAN-UHFFFAOYSA-N,1,9.100015437450608,1
KGMVEMHKBMNSJG-UHFFFAOYSA-N,1,9.100015437450608,1
SUOCMIKXLFKQTH-RUZDIDTESA-N,1,9.100015437450608,1
HUBNPWLMVNJPBW-UHFFFAOYSA-N,1,9.100015437450608,1
ZVIRWXRCUVYDPI-UHFFFAOYSA-N,1,9.100015437450608,1
NECJNLXOJRDELU-UHFFFAOYSA-N,1,9.100015437450608,1
CNYTYKJCKVUZFG-UHFFFAOYSA-N,1,9.100015437450608,1
AZIHSCHAYYVWIY-UHFFFAOYSA-N,1,9.100015437450608,1
VCJRZGBNXMAJCB-UHFFFAOYSA-N,1,9.100015437450608,1
QJNRRDWLNVGLID-UHFFFAOYSA-N,1,9.100015437450608,1
IOJIPFCHEXMFMJ-UHFFFAOYSA-N,1,9.100015437450608,1
ZULQKQGLUORZDC-UHFFFAOYSA-N,1,9.100015437450608,3
RZEKPECTALABSH-UHFFFAOYSA-N,1,9.100015437450608,3
AWJOAMPQOUEKCN-UHFFFAOYSA-N,1,9.100015437450608,1
CCJLDYTVWAENSM-NZQKXSOJSA-N,1,9.100015437450608,1
KBYDKOYJEQUBOE-UHFFFAOYSA-N,1,9.100015437450608,1
IONCAKHVNMAPQA-UHFFFAOYSA-N,1,,0
BGJXBVUWLFEJNM-XXBNENTESA-N,1,,0
JHSBXLBFVPKGAF-VQTJNVASSA-N,1,,0
JULCETCXZSSJNN-IBGZPJMESA-N,1,9.097290353574868,2
CEJURZXMIYUTSE-MXVIHJGJSA-N,1,9.096910013008056,2
GXAWEOGMNHTNSL-ONEGZZNKSA-N,1,9.096910013008056,1
FKHBHNWGBJHKGW-UHFFFAOYSA-N,1,9.096910013008056,1
RLMADYPUXGWZSL-UHFFFAOYSA-N,1,9.096910013008056,1
LBZHOUJGVUYWGV-UHFFFAOYSA-N,1,9.096910013008056,1
DCFGDYDTTWPOBM-UHFFFAOYSA-N,1,9.096910013008056,1
OBAPVKSFCPNRPS-AFARHQOCSA-N,1,,0
ACDYFMOSSUKHJD-UHFFFAOYSA-N,1,9.091548080312169,4
CDHCKVBAZOTCNN-DLBZAZTESA-N,1,,0
BPUNMKZAKLYZGJ-PAVFIEEWSA-N,1,,0
UMQFQWLGNZXTCR-PBVHZTIHSA-N,1,,0
NDXLOOJPKINORE-UHFFFAOYSA-N,1,,0
TVZBVRPQPBYWDJ-UONOGXRCSA-N,1,,0
XNAZWCRZSGGAMO-UHFFFAOYSA-N,1,9.087246696328677,3
SNMHDHJEXUFVCO-FQEVSTJZSA-N,1,9.086186147616283,4
IICULBIXLVHQLU-QAQDUYKDSA-N,1,,0
LKZZDSXSPJYUJI-WKILWMFISA-N,1,,0
SGDDGYVCUYRPDC-SDAITKSUSA-N,1,,0
ACDYFMOSSUKHJD-HSZRJFAPSA-N,1,9.083546051450075,1
ACDYFMOSSUKHJD-QHCPKHFHSA-N,1,9.083546051450075,1
TZTXKAZOHVWLJQ-QAQDUYKDSA-N,1,,0
HIPYXDMEWZLKPQ-KOAQGZTJSA-N,1,,0
FOIMIKRPLAIUMW-RWXRFDSASA-N,1,,0
XUKSGYGUDPUQCB-KNQAVFIVSA-N,1,,0
NORQFMPKBRSFFC-UHFFFAOYSA-N,1,9.0,1
BKYLOINGTUMEIT-KESTWPANSA-N,1,9.075720713938118,2
XNSOJCJPLUSJAA-KRWDZBQOSA-N,1,,0
OTSVAHKQZLNXPN-FQEVSTJZSA-N,1,,0
KVAJGAADTJZUNF-XUTJKUGGSA-N,1,,0
UJDMZTNXKXUXEA-IYARVYRRSA-N,1,,0
MTEACUBKWDTOSU-KZNAEPCWSA-N,1,,0
NKTVBRDNDSHOST-IRJFHVNHSA-N,1,,0
UIRLICKRUXJJNR-CVBYOTHMSA-N,1,,0
ZXYDGAXWWXINKE-UHFFFAOYSA-N,1,,0
MNRVQQMXCSSSJO-UHFFFAOYSA-N,1,,0
BCTUVZJFJIFLND-GJZUVCINSA-N,1,,0
YIUMSISCOUIOHZ-UHFFFAOYSA-N,1,9.065501548756432,1
KZHMQBMDARGNNJ-UHFFFAOYSA-N,1,,0
FWACCHRUKMDWQL-ZWXJPIIXSA-N,1,,0
QDXLLGQCGFUDMI-UHFFFAOYSA-N,1,9.060480747381382,1
SJIPQSFBLAVVRK-SFHVURJKSA-N,1,9.060480747381382,1
BEVNTRQRKQFZTA-UCWUDVSLSA-N,1,9.060480747381382,2
KLZWBFTXUIUAEI-DEOSSOPVSA-N,1,,0
CJEXMSYACHFNMR-SMQSCJQKSA-N,1,,0
FZEUFNLUEJZENL-APWZRJJASA-N,1,,0
BYUVKVSQQDHYKB-UHFFFAOYSA-N,1,9.05551732784983,1
OIRZLTZLOKARTG-FQEVSTJZSA-N,1,,0
MOEOMZHUFXSZAA-KNQAVFIVSA-N,1,,0
JKWVNBLZWDOXPU-UHFFFAOYSA-N,1,,0
LHFDGWOFPWKTDU-OFUUFJSKSA-N,1,,0
JUXYQVLOCMVIJF-UHFFFAOYSA-N,1,9.045757490560675,2
PAPJLFSOPBIPIF-OWOJBTEDSA-N,1,9.045757490560675,1
JXBCWOBRVYSONW-OWOJBTEDSA-N,1,9.045757490560675,1
ZRMVCTOEWAWOLM-UHFFFAOYSA-N,1,9.045757490560675,1
WEABCZGCKKUPTB-UHFFFAOYSA-N,1,9.045757490560675,1
KWTGONUBRLGXTE-UHFFFAOYSA-N,1,9.045757490560675,1
MXPOQDYZUGUMLL-UHFFFAOYSA-N,1,9.045757490560675,1
NDSKONMZWSLWOI-UHFFFAOYSA-N,1,,0
LHQYJFMEVSYGBX-UHFFFAOYSA-N,1,,0
NGYBPNLJOPBUPK-WKILWMFISA-N,1,,0
QPTXJMAVTQKNGM-UHFFFAOYSA-N,1,,0
UTEITPSYNTYGQL-UHFFFAOYSA-N,1,9.041773025725037,2
FSKDJHMJFCWDOT-IYARVYRRSA-N,1,9.040958607678906,2
IJOUOSAAJUJMCV-JUUMZCOKSA-N,1,,0
LHGJGOWVRBPLNY-LZCISLPRSA-N,1,,0
LHGJGOWVRBPLNY-OBMJPTGESA-N,1,,0
AJEQJTPMMJPNLR-GHTZIAJQSA-N,1,,0
QLWQFJPPXAYVOM-NGRWLJPCSA-N,1,9.036212172654444,1
YDLWLYDTYNHXBM-VWLOTQADSA-N,1,9.036212172654444,3
DYRKPBYOZVLBCF-UHFFFAOYSA-N,1,,0
WVPPXJDJXUTXFI-UHFFFAOYSA-N,1,,0
MRDMJUCFOGSUEW-YGHRGLEHSA-N,1,,0
WEEBXSDEOQNZPK-NLFFAJNJSA-N,1,,0
XTXKTQKZXFWQIP-LAUBAEHRSA-N,1,,0
SQYZBSPQNGOKJY-ACHIHNKUSA-N,1,9.0268721464003,1
SQYZBSPQNGOKJY-MEKGRNQZSA-N,1,,0
JAKFCAJOXZJYMN-UHFFFAOYSA-N,1,,0
VDXPHDCGJBDTON-UHFFFAOYSA-N,1,,0
OUUDLMBFRNBBSL-XGAFWQRZSA-N,1,,0
HTMCOYRHMLKDED-JKSUJKDBSA-N,1,,0
IAUVQKJTMHZPQY-ZSQTZEJBSA-N,1,,0
TUFADSGTJUOBEH-ZWNOBZJWSA-N,1,9.014989367085818,2
IGUDRQBHUOBFPO-ISKFKSNPSA-N,1,,0
LDFMLJWZQNMXMR-WGSAOQKQSA-N,1,,0
FCYQRIODPYABJL-GCJKJVERSA-N,1,,0
BDVZIVZVOKPJKK-UHFFFAOYSA-N,1,,0
LYFXQSOWXVVQIV-RUDMXATFSA-N,1,9.00436480540245,1
YBIAFKASHSKZAI-UAPYVXQJSA-N,1,9.00436480540245,2
PCFSBZNPJGRVML-VQTJNVASSA-N,1,,0
KNNFMTJBIQTYSC-HRPITWIVSA-N,1,9.0,1
